,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Fear,Anger,Tentative
1695,Sen. Jeanne Shaheen,SenatorShaheen,W,D,HB1264 is aimed squarely at young voters in NH to discourage participation-- That's disgraceful-- Republican lawmaker------ https://t--co/kT9oktwcBr,77,171,,,,,,,,
1696,Sen. Jeanne Shaheen,SenatorShaheen,W,D,My full letter to @SecElaineChao here: https://t--co/YTT4J8KEAu,4,5,,,,,,,,
1697,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Just spoke with @SecElainChao: Thrilled to share that $10 million in federal funding is coming to NH for the I-89 L------ https://t--co/nl0cCjrft3,18,49,0.577004,Just spoke with @SecElainChao: Thrilled to share that $10 million in federal funding is coming to NH for the I-89 L------ https://t--co/nl0cCjrft3.,,,,,,
1698,Sen. Jeanne Shaheen,SenatorShaheen,W,D,I am urging President Trump to reconsider his plan to impose tariffs on steel and aluminum-- A trade war would be a------ https://t--co/aA7SbDyIWG,17,41,,,,,,,,
1699,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @jdistaso: --@SenatorShaheen in letter to @POTUS urges reconsideration of steel, aluminum tariffs-- Says ""A trade war would be a disaster------",12,0,,,,,,,,
1700,Sen. Jeanne Shaheen,SenatorShaheen,W,D,--@SenJoniErnst &amp; I join @MegynKelly shortly on @MegynTODAY to discuss our bipartisan resolution to establish a spec------ https://t--co/1JdWFBIXxC,15,34,,--@SenJoniErnst &amp; I join @MegynKelly shortly on @MegynTODAY to discuss our bipartisan resolution to establish a spec------ https://t--co/1JdWFBIXxC.,0.743104,,,,,
1701,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Sadly, even children are affected by the opioid crisis-- This new study shows the # of kids sent to pediatric intens------ https://t--co/YPNgabsZCi",6,4,,"Sadly, even children are affected by the opioid crisis-- This new study shows the # of kids sent to pediatric intens------ https://t--co/YPNgabsZCi.",,0.705301,,,,
1702,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Today I led a letter to the President urging him to hold two recently captured ISIS fighters accountable for the mu------ https://t--co/SKBuNqP2LI,10,41,,,,,,,,
1703,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @wbznewsradio: NEW: @SenatorShaheen and @SenatorHassan of #NH join @SenBillNelson of #FL in sending letter to @POTUS-- They say two #ISIS------,7,0,,,,,,,,
1704,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @MayorJoyceCraig: This morning, I joined @SenatorShaheen to tour @FITNH and talk to women who shared their stories of addiction and reco------",17,0,0.633901,"RT @MayorJoyceCraig: This morning, I joined @SenatorShaheen to tour @FITNH and talk to women who shared their stories of addiction and reco------.",,,,,,
1705,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"The Trump admin's offshore drilling proposal is a direct threat to our regional economy &amp; small businesses, &amp; could------ https://t--co/yeHuhgIhj7",15,35,,"The Trump admin's offshore drilling proposal is a direct threat to our regional economy &amp; small businesses, &amp; could------ https://t--co/yeHuhgIhj7.",0.828638,,,0.601133,,0.525007
1706,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Medicaid expansion under the Affordable Care Act has helped nearly 11,000 Granite Staters access treatment for subs------ https://t--co/GvTNUuJjfX",12,36,,"Medicaid expansion under the Affordable Care Act has helped nearly 11,000 Granite Staters access treatment for subs------ https://t--co/GvTNUuJjfX.",,,,,,0.5538
1707,Sen. Jeanne Shaheen,SenatorShaheen,W,D,It's completely backward that middle-class families are funding a tax cut for big pharmaceutical companies-- We must------ https://t--co/LomFHQUvQy,40,110,,It's completely backward that middle-class families are funding a tax cut for big pharmaceutical companies-- We must------ https://t--co/LomFHQUvQy.,,,0.816764,,,
1708,Sen. Jeanne Shaheen,SenatorShaheen,W,D,President Trump's plan to impose steep steel and aluminum tariffs could negatively impact every sector of New Hamps------ https://t--co/Rk05StNels,33,90,,,,,,,,
1709,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Proud to see the future USS Manchester delivered to the Navy-- I look forward to the ship's commissioning in Portsmo------ https://t--co/RNbB44hQP0,5,8,0.827587,Proud to see the future USS Manchester delivered to the Navy-- I look forward to the ship's commissioning in Portsmo------ https://t--co/RNbB44hQP0.,,,,,,
1710,Sen. Jeanne Shaheen,SenatorShaheen,W,D,The US Olympic Committee did nothing to prevent Larry Nassar from abusing U--S-- gymnasts-- I applaud @Aly_Raisman for------ https://t--co/8HKhpCyb5o,95,376,,,,,,,,
1711,Sen. Jeanne Shaheen,SenatorShaheen,W,D,I was pleased to receive assurances from Trump admin nominee Kevin Moley to support Foley family plea and bring the------ https://t--co/CHKBPwoR3v,6,16,0.603466,I was pleased to receive assurances from Trump admin nominee Kevin Moley to support Foley family plea and bring the------ https://t--co/CHKBPwoR3v.,,,0.618451,,,
1712,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Supporting the integrity of the State Department is a strong, bipartisan effort-- Agree w/ @LindseyGrahamSC: our dip------ https://t--co/e7its81lao",27,53,0.64387,"Supporting the integrity of the State Department is a strong, bipartisan effort-- Agree w/ @LindseyGrahamSC: our dip------ https://t--co/e7its81lao.",,,,,,
1713,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @RepAnnieKuster: Proud to stand with @SenatorShaheen @SenatorHassan &amp; @RepSheaPorter in support of restoring #NetNeutrality protections--------,20,0,0.781157,RT @RepAnnieKuster: Proud to stand with @SenatorShaheen @SenatorHassan &amp; @RepSheaPorter in support of restoring #NetNeutrality protections--------.,,,,,,
1714,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @USAmbNATO: Delighted former #USSenate colleagues have re-established the Senate #NATO Observers Group, demonstrating the deep bipartisa------",50,0,,,,,,,,
1715,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Glad to join @margbrennan for a discussion on women's contributions to peace &amp; security at the @CFR_org this mornin------ https://t--co/uXIXgopPnb,6,20,0.829219,Glad to join @margbrennan for a discussion on women's contributions to peace &amp; security at the @CFR_org this mornin------ https://t--co/uXIXgopPnb.,,,,,,
1716,Sen. Jeanne Shaheen,SenatorShaheen,W,D,U--S-- Olympic Committee CEO Scott Blackmun's resignation is long overdue-- My statement: https://t--co/x3pviSnLfH,16,37,,U--S-- Olympic Committee CEO Scott Blackmun's resignation is long overdue-- My statement: https://t--co/x3pviSnLfH.,0.620279,,0.543112,,,
1717,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"When we lift up women, we lift up families, and we lift up everybody-- It was great to join @SenatorHassan on @WMUR9------ https://t--co/wBDJPURYPp",11,48,0.838946,"When we lift up women, we lift up families, and we lift up everybody-- It was great to join @SenatorHassan on @WMUR9------ https://t--co/wBDJPURYPp.",,,,,,
1718,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Joining w/ @SenThomTillis to launch the Senate NATO Observer Group-- The NATO Observer Group will serve as a focal p------ https://t--co/iznVH7rDbW,34,65,0.633989,Joining w/ @SenThomTillis to launch the Senate NATO Observer Group-- The NATO Observer Group will serve as a focal p------ https://t--co/iznVH7rDbW.,,,,,,
1719,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"We owe it to the next generation to protect our air, water and land &amp; fight climate change-- That's always been a to------ https://t--co/5cUPKRKMMI",18,58,,"We owe it to the next generation to protect our air, water and land &amp; fight climate change-- That's always been a to------ https://t--co/5cUPKRKMMI.",,,0.560944,,,
1720,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Happy birthday to my friend and fellow Granite Stater in the Senate, @SenatorHassan-- https://t--co/azMIABYn3I",11,146,0.91414,"Happy birthday to my friend and fellow Granite Stater in the Senate, @SenatorHassan-- https://t--co/azMIABYn3I.",,,,,,
1721,Sen. Jeanne Shaheen,SenatorShaheen,W,D,#NetNeutrality is the key to a free &amp; open internet-- We can't allow the Trump admin to rig the internet against NH------ https://t--co/7S1tHmrYfc,22,97,,,,,,,,
1722,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Glad to see the @DeptofDefense &amp; @StateDept take action to combat Russian interference in US elections-- I fought to------ https://t--co/ijKj7qBQ4N,20,53,,Glad to see the @DeptofDefense &amp; @StateDept take action to combat Russian interference in US elections-- I fought to------ https://t--co/ijKj7qBQ4N.,,,,0.524728,,
1723,Sen. Jeanne Shaheen,SenatorShaheen,W,D,This further underscores the need for a special committee to investigate the USOC-- Victims want answers from the in------ https://t--co/Lyg3IjjnGM,10,12,,This further underscores the need for a special committee to investigate the USOC-- Victims want answers from the in------ https://t--co/Lyg3IjjnGM.,0.705784,,,,,
1724,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"This partnership between the Dept of Defense, VA, DEKA &amp; @NextStepBandP is a great example of the public &amp; private------ https://t--co/LKwMoCpW09",7,8,,"This partnership between the Dept of Defense, VA, DEKA &amp; @NextStepBandP is a great example of the public &amp; private------ https://t--co/LKwMoCpW09.",0.687768,,,,,
1725,Sen. Jeanne Shaheen,SenatorShaheen,W,D,The Luke arm promises new freedom for those who have lost an arm-- This is particularly promising for the men &amp; wome------ https://t--co/6muzg2ZPyI,8,21,,,,,,,,
1726,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @SenGillibrand: These reports are disturbing-- USA Swimming should have taken action, but it appears they did nothing-- We need a special------",191,0,,,,,,,,
1727,Sen. Jeanne Shaheen,SenatorShaheen,W,D,#NetNeutrality repeal is now going into effect-- This is a real threat to business innovation in NH and the consumer------ https://t--co/3MHi9Ijj8e,94,144,,#NetNeutrality repeal is now going into effect-- This is a real threat to business innovation in NH and the consumer------ https://t--co/3MHi9Ijj8e.,0.687768,,,0.73476,,
1728,Sen. Jeanne Shaheen,SenatorShaheen,W,D,What a game-- A huge congrats to @UofNH grad @kbells22 &amp; @NHSHuskies grad @cayla_barnes27 on their historic victory------ https://t--co/n3uk8CAX8L,6,23,0.816606,What a game-- A huge congrats to @UofNH grad @kbells22 &amp; @NHSHuskies grad @cayla_barnes27 on their historic victory------ https://t--co/n3uk8CAX8L.,,,,,,
1729,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Moms in Recovery program is saving lives every day-- Thrilled that fed resources provided through 21st Century Cures------ https://t--co/PvXm5fD8hj,6,15,0.645685,Moms in Recovery program is saving lives every day-- Thrilled that fed resources provided through 21st Century Cures------ https://t--co/PvXm5fD8hj.,,,0.660207,,,
1730,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Big congrats to Andy Soucy on his announced retirement-- Andy has used music to inspired &amp; enrich students for 46 ye------ https://t--co/55ezZp4Ckh,16,47,0.907382,Big congrats to Andy Soucy on his announced retirement-- Andy has used music to inspired &amp; enrich students for 46 ye------ https://t--co/55ezZp4Ckh.,,,,,,
1731,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Discussing Russian interference in our democracy at @ISTS_Dartmouth-- Our challenge is to fully understand Russia's------ https://t--co/bcatHRQE8d,11,31,,Discussing Russian interference in our democracy at @ISTS_Dartmouth-- Our challenge is to fully understand Russia's------ https://t--co/bcatHRQE8d.,0.532616,,,0.691473,,
1732,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @ISTS_Dartmouth: Happening TODAY:--U--S--@SenatorShaheen's @dartmouth: 11 AM - Tuesday, February 20th at Alumni Hall @HopkinsCenter --""Russi------",10,0,,,,,,,,
1733,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Agree w/ Trump admin's @Surgeon_General on need for multi-pronged approach to the opioid crisis including housing s------ https://t--co/JAO7oKGVyL,13,18,,,,,,,,
1734,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Spending $30 Million on an unnecessary military parade is just obscene-- This funding would be much better spent hel------ https://t--co/r2b17KUVPo,168,557,0.566865,Spending $30 Million on an unnecessary military parade is just obscene-- This funding would be much better spent hel------ https://t--co/r2b17KUVPo.,,,,,,0.727988
1735,Sen. Jeanne Shaheen,SenatorShaheen,W,D,--@realDonaldTrump has just acknowledged Russia's attacks on the US-- There are no excuses for not imposing sanctions------ https://t--co/4iymWm1GaV,116,304,,--@realDonaldTrump has just acknowledged Russia's attacks on the US-- There are no excuses for not imposing sanctions------ https://t--co/4iymWm1GaV.,0.743104,,,,,0.58393
1736,Sen. Jeanne Shaheen,SenatorShaheen,W,D,My heart goes out to the Parkland community as they endure this horrific tragedy-- We cannot allow this to continue------ https://t--co/zixHX2E5Bt,56,162,,My heart goes out to the Parkland community as they endure this horrific tragedy-- We cannot allow this to continue------ https://t--co/zixHX2E5Bt.,0.795049,0.790734,,,,
1737,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Still just kids on the beach-- Happy Valentine's Day, Billy-- https://t--co/aUiayrBXru",20,126,0.84723,"Still just kids on the beach-- Happy Valentine's Day, Billy-- https://t--co/aUiayrBXru.",,,,,,0.822231
1738,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @SenatorCantwell: Today more women serve in the U--S-- Senate than ever before-- Happy #GalentinesDay from all of us-- https://t--co/4EtA9zUj------,94,0,0.68369,RT @SenatorCantwell: Today more women serve in the U--S-- Senate than ever before-- Happy #GalentinesDay from all of us-- https://t--co/4EtA9zUj------.,,,0.783854,,,
1739,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Today's @BEA_News preliminary report proves what NH already knows: outdoor rec is a powerful &amp; growing sector of ou------ https://t--co/Ab5t7Zt08v,4,13,,Today's @BEA_News preliminary report proves what NH already knows: outdoor rec is a powerful &amp; growing sector of ou------ https://t--co/Ab5t7Zt08v.,0.705784,,,,,
1740,Sen. Jeanne Shaheen,SenatorShaheen,W,D,--@BLittle14 &amp; Bobby Butler take the ice tonight for #TeamUSA men's hockey against Slovenia-- The Rindge community an------ https://t--co/oFN3TK2TJr,11,25,0.50143,--@BLittle14 &amp; Bobby Butler take the ice tonight for #TeamUSA men's hockey against Slovenia-- The Rindge community an------ https://t--co/oFN3TK2TJr.,,,,,,
1741,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Tonight's the night: @MikaelaShiffrin goes for gold-- You may be a Coloradan, Mikaela, but NH and specifically the L------ https://t--co/OlahxurjR7",8,24,,"Tonight's the night: @MikaelaShiffrin goes for gold-- You may be a Coloradan, Mikaela, but NH and specifically the L------ https://t--co/OlahxurjR7.",,,,,,0.525007
1742,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @usahockey: #TeamUSA defeats the Olympic Athletes from Russia, 5-0, to secure a spot in the semifinals-- #WinterOlympics ----Full recap to------",1062,0,,"RT @usahockey: #TeamUSA defeats the Olympic Athletes from Russia, 5-0, to secure a spot in the semifinals-- #WinterOlympics ----Full recap to------.",,,0.598602,,,
1743,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Cheering on #TeamUSA women's hockey at 7:10AM EST as they take on the Olympic athletes from Russia-- NH is rooting e------ https://t--co/5kDUTLyQzn,16,49,,,,,,,,
1744,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Good luck @idasargent &amp; @dophed, two proud @dartmouth grads, in your race later today-- NH is rooting for you &amp; so p------ https://t--co/N5crfxo9ua",6,5,0.825411,"Good luck @idasargent &amp; @dophed, two proud @dartmouth grads, in your race later today-- NH is rooting for you &amp; so p------ https://t--co/N5crfxo9ua.",,,,,,
1745,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Very proud of #TeamUSA biathletes and @dartmouth grads Emily Dreissigacker and @SusanDunklee &amp; @UofNH grad------ https://t--co/E36KhEIFmr,5,8,0.839424,Very proud of #TeamUSA biathletes and @dartmouth grads Emily Dreissigacker and @SusanDunklee &amp; @UofNH grad------ https://t--co/E36KhEIFmr.,,,0.727798,,,
1746,Sen. Jeanne Shaheen,SenatorShaheen,W,D,ICYMI @SenJoniErnst &amp; I penned an op-ed for the @UnionLeader &amp; @DMRegister on the need for a special committee to i------ https://t--co/O2egdcUq6r,9,11,,,,,,,,
1747,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Looking forward to seeing Patrick (Lyme), Sean (Center Conway), Broc (Rindge) &amp; Eric (Pelham) represent the Granite------ https://t--co/jyBX5OW1pE",12,24,,,,,,,,
1748,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Reports that the Trump administration has halted its investigation into Equifax--whose data breach put more than 14------ https://t--co/2bfaIwzdGo,38,103,,,,,,,,
1749,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @TheJHF: We are proud to support this decision and uphold transparency, accountability for institutions, and justice for all survivors--------",21,0,0.735484,"RT @TheJHF: We are proud to support this decision and uphold transparency, accountability for institutions, and justice for all survivors--------.",,,0.618451,,,
1750,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @endsxlviolence: We must hold institutions accountable to address &amp; end sexual violence-- We stand with all survivors abused by Larry #Na------,13,0,,RT @endsxlviolence: We must hold institutions accountable to address &amp; end sexual violence-- We stand with all survivors abused by Larry #Na------.,,,0.735644,,,
1751,Sen. Jeanne Shaheen,SenatorShaheen,W,D,The @StateDept released it's 6-month review of the Global Gag Rule implementation-- The Trump admin's reckless decis------ https://t--co/qPdtfrCYmS,59,84,,The @StateDept released it's 6-month review of the Global Gag Rule implementation-- The Trump admin's reckless decis------ https://t--co/qPdtfrCYmS.,0.641954,,,,,
1752,Sen. Jeanne Shaheen,SenatorShaheen,W,D,--@USDOL hid evidence showing the Trump admin proposal to change tip rules would allow employers to possibly steal b------ https://t--co/qCtcNIVglX,28,61,,--@USDOL hid evidence showing the Trump admin proposal to change tip rules would allow employers to possibly steal b------ https://t--co/qCtcNIVglX.,0.840825,,,,,
1753,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @SenJoniErnst: Last night, @SenatorShaheen and I spoke with @marthamaccallum about our call for a special committee to investigate the U------",10,0,,,,,,,,
1754,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @FaceTheNation: ""This is not a simple case of negligence or failed oversight,"" @SenatorShaheen said of Nassar's abuse-- Survivors' parent------",12,0,,"RT @FaceTheNation: ""This is not a simple case of negligence or failed oversight,"" @SenatorShaheen said of Nassar's abuse-- Survivors' parent------.",,0.557215,,,,
1755,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @SenatorIsakson: I joined @SenJoniErnst, @SenatorShaheen in a resolution establishing a Senate investigation into U--S Olympic Committee,------",12,0,,,,,,,,
1756,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Lives are at stake and we can't afford to delay delivering resources any longer--,9,19,,Lives are at stake and we can't afford to delay delivering resources any longer--.,,0.614031,,,,0.681699
1757,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"President Trump needs to begin helping, not hindering efforts to reach bipartisan agreements in Congress, and follo------ https://t--co/TwsH6pPQKX",10,14,,,,,,,,
1758,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Much more needs to be done to provide substance use disorder treatment to those who desperately need it-- We still n------ https://t--co/Ol5hKMF4E0,8,15,,Much more needs to be done to provide substance use disorder treatment to those who desperately need it-- We still n------ https://t--co/Ol5hKMF4E0.,,0.542633,,,,
1759,Sen. Jeanne Shaheen,SenatorShaheen,W,D,THREAD: Today's budget agreement will substantially increase federal support for NH's efforts to fight the opioid e------ https://t--co/Sy0EVgY1rg,24,96,,THREAD: Today's budget agreement will substantially increase federal support for NH's efforts to fight the opioid e------ https://t--co/Sy0EVgY1rg.,,0.521416,,,,
1760,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @SenJoniErnst: WATCH LIVE: @SenatorShaheen &amp; I are unveiling our bipartisan resolution to establish a special committee to investigate U------,14,0,0.58051,RT @SenJoniErnst: WATCH LIVE: @SenatorShaheen &amp; I are unveiling our bipartisan resolution to establish a special committee to investigate U------.,,,,,,
1761,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @SenatorTimScott: Look forward to joining @SenJoniErnst and @SenatorShaheen this morning for this important announcement-- https://t--co/K------,30,0,0.830051,RT @SenatorTimScott: Look forward to joining @SenJoniErnst and @SenatorShaheen this morning for this important announcement-- https://t--co/K------.,,,,,,
1762,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"At 11AM, @SenJoniErnst &amp; I will announce our bipartisan resolution to establish a special committee to investigate------ https://t--co/tIdXEvkath",21,78,0.513991,"At 11AM, @SenJoniErnst &amp; I will announce our bipartisan resolution to establish a special committee to investigate------ https://t--co/tIdXEvkath.",0.743104,,,,,
1763,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"This is disgraceful-- R's &amp; D's have been meeting for weeks to reach agreement on opioid &amp; military funding, a long------ https://t--co/H4T1ox2unr",37,113,,,,,,,,
1764,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"New START is another shining example of diplomacy at work, making our country &amp; world much safer-- I look forward to------ https://t--co/ilnz2ZaO25",13,15,0.742567,"New START is another shining example of diplomacy at work, making our country &amp; world much safer-- I look forward to------ https://t--co/ilnz2ZaO25.",0.87232,,,,,
1765,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Granite Staters understand the importance of climate change and its impact on our lives-- We need someone with exper------ https://t--co/NfAtP3EtJt,10,35,,Granite Staters understand the importance of climate change and its impact on our lives-- We need someone with exper------ https://t--co/NfAtP3EtJt.,0.599421,,,,,0.525007
1766,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @steinhauserNH1: JUST NOW: @SenatorShaheen visits the upgraded and redesigned Women's Health Clinic at @VAManchester #nhpolitics #Vetera------,6,0,0.641553,RT @steinhauserNH1: JUST NOW: @SenatorShaheen visits the upgraded and redesigned Women's Health Clinic at @VAManchester #nhpolitics #Vetera------.,,,,,,0.58393
1767,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Congrats to the @Eagles-- Enjoy the victory-- We'll be back next year-- #NotDone #GoPats,23,85,0.926662,Congrats to the @Eagles-- Enjoy the victory-- We'll be back next year-- #NotDone #GoPats.,,,,,,
1768,Sen. Jeanne Shaheen,SenatorShaheen,W,D,It's game day-- Ready for history to repeat itself in another Pats-Eagles #SuperBowl #GoPats #NotDone,19,64,0.621284,It's game day-- Ready for history to repeat itself in another Pats-Eagles #SuperBowl #GoPats #NotDone.,,,,,,
1769,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Congrats to all the NH Job Corps graduates &amp; the educators and family members who've helped them along the way--  I------ https://t--co/lVEpRiESm3,8,36,0.732631,Congrats to all the NH Job Corps graduates &amp; the educators and family members who've helped them along the way--  I------ https://t--co/lVEpRiESm3.,,,0.598602,,,
1770,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"If reports are true that US Olympic Committee CEO Scott Blackmun knew of Larry Nassar's abuse in 2015,------ https://t--co/5XMxT9FLhR",166,522,,"If reports are true that US Olympic Committee CEO Scott Blackmun knew of Larry Nassar's abuse in 2015,------ https://t--co/5XMxT9FLhR.",0.724236,,0.660207,,,
1771,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"Concerned for the thousands unjustly jailed across Turkey, including Taner Kilic, head of Amnesty International in------ https://t--co/fKBccLRH1o",169,205,,,,,,,,
1772,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"--@realDonaldTrump's decision to declassify the partisan memo, made in cooperation w/ Congressional Republicans, is------ https://t--co/ZDg5QHLYbr",586,1363,,,,,,,,
1773,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Encouraging news last night for the NH Indonesian community-- I appreciate that time has been provided to reopen the------ https://t--co/9KJWgs0JUW,7,46,,,,,,,,
1774,Sen. Jeanne Shaheen,SenatorShaheen,W,D,I congratulate Tom Shannon on his announced retirement &amp; 35yrs of outstanding service-- Tom's expertise &amp; knowledge------ https://t--co/9wVQoU0SdV,7,31,,I congratulate Tom Shannon on his announced retirement &amp; 35yrs of outstanding service-- Tom's expertise &amp; knowledge------ https://t--co/9wVQoU0SdV.,0.743104,,,,,
1775,Sen. Jeanne Shaheen,SenatorShaheen,W,D,I met w/ 3 of the brave gymnasts who testified against Nassar &amp; promised to keep fighting for a bipartisan special------ https://t--co/OXFAGjeuPG,9,36,0.746512,I met w/ 3 of the brave gymnasts who testified against Nassar &amp; promised to keep fighting for a bipartisan special------ https://t--co/OXFAGjeuPG.,,,,,,
1776,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Disappointed to see the administration once again propose reckless cuts to EERE-- Energy efficiency is America's lar------ https://t--co/YJhXk6psXL,45,94,,Disappointed to see the administration once again propose reckless cuts to EERE-- Energy efficiency is America's lar------ https://t--co/YJhXk6psXL.,0.743104,0.653707,,,,
1777,Sen. Jeanne Shaheen,SenatorShaheen,W,D,The world is watching the protests and treatment of activists like Alexei Navalny-- Every society should honor their------ https://t--co/Qhde7avcO9,30,39,,,,,,,,
1778,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Thank you to all who wore a purple ribbon at the #SOTU to bring awareness to substance use disorder &amp; the ongoing o------ https://t--co/Ihd0zJnnLw,22,48,0.547658,Thank you to all who wore a purple ribbon at the #SOTU to bring awareness to substance use disorder &amp; the ongoing o------ https://t--co/Ihd0zJnnLw.,,,0.560944,,,
1779,Sen. Jeanne Shaheen,SenatorShaheen,W,D,Hoping everyone traveling to the Republican retreat is safe &amp; that there are no injuries from the accident-- Thought------ https://t--co/SXph8roBfe,6,26,,Hoping everyone traveling to the Republican retreat is safe &amp; that there are no injuries from the accident-- Thought------ https://t--co/SXph8roBfe.,0.705784,,,,,0.727988
1780,Sen. Jeanne Shaheen,SenatorShaheen,W,D,The President must finally begin fulfilling his promise to deliver treatment resources to NH &amp; the country-- Words a------ https://t--co/SQPMyWmyPc,26,57,0.704774,The President must finally begin fulfilling his promise to deliver treatment resources to NH &amp; the country-- Words a------ https://t--co/SQPMyWmyPc.,,,,,,
1781,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @SenDuckworth: Tonight, I'm proud to show my support at #SOTU for 2 very important causes: a #TimesUp pin in solidarity w/every American------",339,0,0.763826,"RT @SenDuckworth: Tonight, I'm proud to show my support at #SOTU for 2 very important causes: a #TimesUp pin in solidarity w/every American------.",,,0.80026,,,
1782,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @SenWhitehouse: Joining @SenatorShaheen &amp; @SenatorHassan in wearing a purple ribbon during #SOTU to raise awareness about the opioid epi------,86,0,0.673236,RT @SenWhitehouse: Joining @SenatorShaheen &amp; @SenatorHassan in wearing a purple ribbon during #SOTU to raise awareness about the opioid epi------.,,,,,,
1783,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @SenatorTomUdall: On my way to #SOTU-- I'm wearing a purple ribbon tonight in honor of those suffering at the hands of the #OpioidCrisis--------,24,0,0.549837,RT @SenatorTomUdall: On my way to #SOTU-- I'm wearing a purple ribbon tonight in honor of those suffering at the hands of the #OpioidCrisis--------.,,,,,,
1784,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @SenatorCarper: Tonight I'm joining my friends and colleagues @SenatorShaheen and @SenatorHassan in wearing a purple ribbon to the #SOTU------,32,0,0.708317,RT @SenatorCarper: Tonight I'm joining my friends and colleagues @SenatorShaheen and @SenatorHassan in wearing a purple ribbon to the #SOTU------.,,,,,,
1785,Sen. Jeanne Shaheen,SenatorShaheen,W,D,RT @CBSNews: --@edatpost on purple ribbon @Sen_JoeManchin was wearing: The purple ribbon is for essentially those lawmakers concerned about------,16,0,0.677587,RT @CBSNews: --@edatpost on purple ribbon @Sen_JoeManchin was wearing: The purple ribbon is for essentially those lawmakers concerned about------.,,,,,,
1786,Sen. Jeanne Shaheen,SenatorShaheen,W,D,"RT @SenMarkey: We cannot leave communities suffering from the #OpioidCrisis without help and without hope-- Tonight, I am wearing this purpl------",49,0,,"RT @SenMarkey: We cannot leave communities suffering from the #OpioidCrisis without help and without hope-- Tonight, I am wearing this purpl------.",,0.788406,,,,
