,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Tentative,Fear,Anger
1272,Senator Dick Durbin,SenatorDurbin,M,D,I don't care about my scorecard with the NRA-- I care about the scorecard I get from the people I represent in Illin------ https://t--co/CpGNepiNfW,95,571,,,,,,,,
1273,Senator Dick Durbin,SenatorDurbin,M,D,I'm deeply troubled by the banned nerve agent attack by Russia in the heart of our closest NATO ally-- President Tru------ https://t--co/cQ5IU0ZVLH,55,227,,,,,,,,
1274,Senator Dick Durbin,SenatorDurbin,M,D,"Yesterday I welcomed Sir Nigel Kim Darroch, British Ambassador to the U--S, to my office for a discussion on U--S---Br------ https://t--co/ydHtZ7eFT8",70,294,0.715256,"Yesterday I welcomed Sir Nigel Kim Darroch, British Ambassador to the U--S, to my office for a discussion on U--S---Br------ https://t--co/ydHtZ7eFT8.",,,,,,
1275,Senator Dick Durbin,SenatorDurbin,M,D,American Muslims face a growing threat from white supremacists and other domestic terrorists-- We have an obligation------ https://t--co/XS5lQMn2NG,362,840,,American Muslims face a growing threat from white supremacists and other domestic terrorists-- We have an obligation------ https://t--co/XS5lQMn2NG.,,,,,0.573106,
1276,Senator Dick Durbin,SenatorDurbin,M,D,"Irving is the 112th Dreamer whose story I've told on the Senate floor-- Because of DACA, he has been able to put his------ https://t--co/B5A0VUnlPX",232,612,,"Irving is the 112th Dreamer whose story I've told on the Senate floor-- Because of DACA, he has been able to put his------ https://t--co/B5A0VUnlPX.",0.788547,,,,,
1277,Senator Dick Durbin,SenatorDurbin,M,D,Great to meet with some bright students from Bethel Lutheran Middle School in Morton during their annual trip to Wa------ https://t--co/YlUBQdreu3,18,100,0.833213,Great to meet with some bright students from Bethel Lutheran Middle School in Morton during their annual trip to Wa------ https://t--co/YlUBQdreu3.,,,,,,
1278,Senator Dick Durbin,SenatorDurbin,M,D,As we work to prevent the tragedy of school shootings in America we must address another reality: the effect trauma------ https://t--co/bltPAEXzZJ,68,194,,As we work to prevent the tragedy of school shootings in America we must address another reality: the effect trauma------ https://t--co/bltPAEXzZJ.,0.687768,0.638362,0.618451,,,
1279,Senator Dick Durbin,SenatorDurbin,M,D,I was pleased to introduce nominees for U--S-- Circuit Court Judge for the 7th Circuit Amy St-- Eve and Michael Scudde------ https://t--co/jKutWgp2KI,20,78,,,,,,,,
1280,Senator Dick Durbin,SenatorDurbin,M,D,RT @SenDougJones: Putting the final touches on my first Senate speech today-- Join me in an hour at 1PM ET/12 PM CT: https://t--co/Psq92u8ANf------,48,0,,,,,,,,
1281,Senator Dick Durbin,SenatorDurbin,M,D,How can we stand for such a cruel practice to take place in this country-- The American people need answers from DHS-- https://t--co/Bn2QpiwoLc,221,502,,How can we stand for such a cruel practice to take place in this country-- The American people need answers from DHS-- https://t--co/Bn2QpiwoLc.,0.653099,,,,,
1282,Senator Dick Durbin,SenatorDurbin,M,D,Glad the Senate Foreign Relations Committee passed my resolution honoring his life and calling for a transparent an------ https://t--co/cfBQmZjuBI,24,65,0.712074,Glad the Senate Foreign Relations Committee passed my resolution honoring his life and calling for a transparent an------ https://t--co/cfBQmZjuBI.,0.515576,,,,,
1283,Senator Dick Durbin,SenatorDurbin,M,D,Oswaldo Paya was a courageous voice for justice and democracy in Cuba and his death was a tragic blow to the dissid------ https://t--co/DWyBixYDrn,34,85,,Oswaldo Paya was a courageous voice for justice and democracy in Cuba and his death was a tragic blow to the dissid------ https://t--co/DWyBixYDrn.,,0.811006,,,,
1284,Senator Dick Durbin,SenatorDurbin,M,D,Great to see Village of Skokie Mayor George Van Dusen today in D--C-- https://t--co/6a3oW2v3Du,6,62,0.588802,Great to see Village of Skokie Mayor George Van Dusen today in D--C-- https://t--co/6a3oW2v3Du.,,,,,,
1285,Senator Dick Durbin,SenatorDurbin,M,D,Illinois' farmers and agriculture producers help put food on the table and fuel in our cars-- A thank you to them on #NationalAgDay--,51,213,0.506141,Illinois' farmers and agriculture producers help put food on the table and fuel in our cars-- A thank you to them on #NationalAgDay--.,0.523822,,,,,
1286,Senator Dick Durbin,SenatorDurbin,M,D,RT @SenJohnMcCain: An American president does not lead the Free World by congratulating dictators on winning sham elections-- And by doing s------,67492,0,,,,,,,,
1287,Senator Dick Durbin,SenatorDurbin,M,D,I joined @SenatorMenendez on a resolution recognizing #6MonthsAfterMaria-- More work is needed to help our citizens------ https://t--co/ErIIu6j16X,51,200,,I joined @SenatorMenendez on a resolution recognizing #6MonthsAfterMaria-- More work is needed to help our citizens------ https://t--co/ErIIu6j16X.,0.506763,,,,,
1288,Senator Dick Durbin,SenatorDurbin,M,D,Where else in the United States would we think this is acceptable-------- https://t--co/2AY2HxiA5r,710,1554,,Where else in the United States would we think this is acceptable-------- https://t--co/2AY2HxiA5r.,0.762356,,,,,
1289,Senator Dick Durbin,SenatorDurbin,M,D,Congress has a constitutional responsibility to authorize war - which is why I support this resolution that halts U------ https://t--co/7Dd5vCKSUv,124,351,,,,,,,,
1290,Senator Dick Durbin,SenatorDurbin,M,D,"The war on drugs didn't work in the 80's, and it won't work now by reviving failed deterrence measures like the dea------ https://t--co/4Wkw61dTtJ",276,737,,"The war on drugs didn't work in the 80's, and it won't work now by reviving failed deterrence measures like the dea------ https://t--co/4Wkw61dTtJ.",,0.774573,,,,
1291,Senator Dick Durbin,SenatorDurbin,M,D,RT @ChrisMurphyCT: I'm about to go to the Senate floor to propose a reasonable path forward for the Senate to debate gun safety this week--------,1009,0,,RT @ChrisMurphyCT: I'm about to go to the Senate floor to propose a reasonable path forward for the Senate to debate gun safety this week--------.,0.72085,,,,,
1292,Senator Dick Durbin,SenatorDurbin,M,D,"Hundreds of thousands of young lives hang in the balance because President Trump ended the DACA program, and yet he------ https://t--co/C7cL5jBIwT",590,1730,,"Hundreds of thousands of young lives hang in the balance because President Trump ended the DACA program, and yet he------ https://t--co/C7cL5jBIwT.",0.778006,,,,,
1293,Senator Dick Durbin,SenatorDurbin,M,D,Glad to join community and hospital leaders at @SaintAnthonyHos today to announce $1 million in federal funding to------ https://t--co/gGG3xl8A3O,23,86,0.762728,Glad to join community and hospital leaders at @SaintAnthonyHos today to announce $1 million in federal funding to------ https://t--co/gGG3xl8A3O.,,,,,,
1294,Senator Dick Durbin,SenatorDurbin,M,D,"RT @TeamUSA: Incredible-- #TeamUSA wins 36 medals, including 13 #GOLD at the #WinterParalympics--  https://t--co/KTnrbT9eIl",357,0,0.890428,"RT @TeamUSA: Incredible-- #TeamUSA wins 36 medals, including 13 #GOLD at the #WinterParalympics--  https://t--co/KTnrbT9eIl.",,,,,,
1295,Senator Dick Durbin,SenatorDurbin,M,D,RT @TeamUSA:  #TeamUSA makes it a three-peat in #sledhockey after an incredible OT win over #CAN-- https://t--co/mGiSFYp5xB,775,0,0.857879,RT @TeamUSA:  #TeamUSA makes it a three-peat in #sledhockey after an incredible OT win over #CAN-- https://t--co/mGiSFYp5xB.,,,,,,
1296,Senator Dick Durbin,SenatorDurbin,M,D,RT @RamblersMBB: Final: Clayton Custer can do it all-- See you in Atlanta------#Loyola - 63--UT - 62----#OnwardLU #MVCHoops https://t--co/4W1DGvtllU,1449,0,,RT @RamblersMBB: Final: Clayton Custer can do it all-- See you in Atlanta------#Loyola - 63--UT - 62----#OnwardLU #MVCHoops https://t--co/4W1DGvtllU.,,,0.6821,,,
1297,Senator Dick Durbin,SenatorDurbin,M,D,Always enjoy marching in Chicago's St-- Patrick's Day Parade-- Slainte https://t--co/lHh0HQaqCB,60,418,0.6844,Always enjoy marching in Chicago's St-- Patrick's Day Parade-- Slainte https://t--co/lHh0HQaqCB.,,,0.849827,,,
1298,Senator Dick Durbin,SenatorDurbin,M,D,Wishing everybody a fun and safe St-- Patrick's Day in Illinois and across the country--,43,397,0.67739,Wishing everybody a fun and safe St-- Patrick's Day in Illinois and across the country--.,0.532616,,,,,
1299,Senator Dick Durbin,SenatorDurbin,M,D,Way to go @DePaulWBBHoops-- https://t--co/QtQ4Ulo5OZ,18,69,,,,,,,,
1300,Senator Dick Durbin,SenatorDurbin,M,D,I strongly oppose #HR620 and any similar legislation that weakens federal protections for people with disabilities-------- https://t--co/ajZTo2cenx,161,538,,I strongly oppose #HR620 and any similar legislation that weakens federal protections for people with disabilities-------- https://t--co/ajZTo2cenx.,0.825947,0.547577,,0.615352,,
1301,Senator Dick Durbin,SenatorDurbin,M,D,"Visited the Progress Center for Independent Living in Forest Park - a nonprofit, residential and advocacy organizat------ https://t--co/P3D06QtpP5",44,165,0.659195,"Visited the Progress Center for Independent Living in Forest Park - a nonprofit, residential and advocacy organizat------ https://t--co/P3D06QtpP5.",0.506763,,,,,
1302,Senator Dick Durbin,SenatorDurbin,M,D,"Louise Slaughter was gracious and kind, and fought like hell for her district and our country-- She will be missed--",63,451,,"Louise Slaughter was gracious and kind, and fought like hell for her district and our country-- She will be missed--.",,,,0.704683,,0.501918
1303,Senator Dick Durbin,SenatorDurbin,M,D,"RT @ihmec: What an eye-opening event-- We applaud tonight's panelists @SenatorDurbin, @AzeemIbrahim &amp; @sahloul for shedding light on the #Ro------",21,0,,,,,,,,
1304,Senator Dick Durbin,SenatorDurbin,M,D,A new report from @CDCgov found 4 in 5 teens are being exposed to e-cigarette ads-- That's over 20 million middle an------ https://t--co/gQtFvoDtte,41,134,,,,,,,,
1305,Senator Dick Durbin,SenatorDurbin,M,D,What a game-- #OnwardLU https://t--co/6pDhDZz0eh,15,147,,,,,,,,
1306,Senator Dick Durbin,SenatorDurbin,M,D,Gun violence is an epidemic in this country-- I'm joining colleagues asking the HELP Committee to consider a bill th------ https://t--co/2C2r87Iw9m,248,781,,Gun violence is an epidemic in this country-- I'm joining colleagues asking the HELP Committee to consider a bill th------ https://t--co/2C2r87Iw9m.,0.579367,,,,,
1307,Senator Dick Durbin,SenatorDurbin,M,D,"RT @nytopinion: With Trump in charge, dictators can jail opposition leaders and journalists and watch over genocides -- and no one will real------",43,0,,,,,,,,
1308,Senator Dick Durbin,SenatorDurbin,M,D,"Also, a great read from the Tribune about the history behind Loyola's 1963 team: https://t--co/KSopctwHY0",14,34,0.71323,"Also, a great read from the Tribune about the history behind Loyola's 1963 team: https://t--co/KSopctwHY0.",,,,,,
1309,Senator Dick Durbin,SenatorDurbin,M,D,I was honored to welcome members of the 1963 @LoyolaChicago Men's Basketball Team to my office in 2013-- Wishing the------ https://t--co/sy3kGfnjPc,24,98,0.713948,I was honored to welcome members of the 1963 @LoyolaChicago Men's Basketball Team to my office in 2013-- Wishing the------ https://t--co/sy3kGfnjPc.,,,,,,
1310,Senator Dick Durbin,SenatorDurbin,M,D,"The @gatesfoundation supports medical research, furthers groundbreaking discoveries, and does so much more to help------ https://t--co/nxOs8uCM7t",19,97,,"The @gatesfoundation supports medical research, furthers groundbreaking discoveries, and does so much more to help------ https://t--co/nxOs8uCM7t.",0.532616,,,,,
1311,Senator Dick Durbin,SenatorDurbin,M,D,See you Sunday-- https://t--co/C9E8guDhCp,20,67,0.769982,See you Sunday-- https://t--co/C9E8guDhCp.,,,,,,
1312,Senator Dick Durbin,SenatorDurbin,M,D,Sinclair continues to plot ways to avoid important media ownership limits and threaten local media--  No single comp------ https://t--co/2eZd4xFWgE,323,594,,,,,,,,
1313,Senator Dick Durbin,SenatorDurbin,M,D,I've sent a letter with @SenatorHassan to #4profit college Ashford University demanding they immediately halt new G------ https://t--co/ezzXs2J2dD,31,77,,,,,,,,
1314,Senator Dick Durbin,SenatorDurbin,M,D,We remember the victims of the famine who were killed &amp; support the efforts of the Ukrainian people to bring global------ https://t--co/hLjROXZXii,20,87,,We remember the victims of the famine who were killed &amp; support the efforts of the Ukrainian people to bring global------ https://t--co/hLjROXZXii.,,0.547481,,,,
1315,Senator Dick Durbin,SenatorDurbin,M,D,"Ukraine's famine is an ugly chapter in world history, in which millions of civilians died at the hands of the Sovie------ https://t--co/U7XIE2FZ3V",37,132,,"Ukraine's famine is an ugly chapter in world history, in which millions of civilians died at the hands of the Sovie------ https://t--co/U7XIE2FZ3V.",,0.569625,,,,
1316,Senator Dick Durbin,SenatorDurbin,M,D,It was really great to see so many Illinoisans this morning in DC for a constituent coffee-- @SenDuckworth and I enj------ https://t--co/R1ljcdantw,49,314,0.754404,It was really great to see so many Illinoisans this morning in DC for a constituent coffee-- @SenDuckworth and I enj------ https://t--co/R1ljcdantw.,,,,,,
1317,Senator Dick Durbin,SenatorDurbin,M,D,"Welcomed the President of Georgia @MargvelashviliG to my office today-- We discussed Russian aggression, and the dec------ https://t--co/aBQJlhb6vM",21,65,,,,,,,,
1318,Senator Dick Durbin,SenatorDurbin,M,D,Great to once again visit with @ilcorn members in D--C-- yesterday-- We discussed priorities for Illinois' corn grower------ https://t--co/sgZAZ4cGkj,19,42,,,,,,,,
1319,Senator Dick Durbin,SenatorDurbin,M,D,"RT @MarkWarner: When you're attacked on your own soil, doing nothing is not an option-- Mr-- President, I hope you're watching this-- Russia i------",6556,0,,"RT @MarkWarner: When you're attacked on your own soil, doing nothing is not an option-- Mr-- President, I hope you're watching this-- Russia i------.",,,,0.615352,,
1320,Senator Dick Durbin,SenatorDurbin,M,D,"Students have become a major force in the national debate on gun violence, and I stand with them in saying------ https://t--co/J8BudHLMAf",195,795,,"Students have become a major force in the national debate on gun violence, and I stand with them in saying------ https://t--co/J8BudHLMAf.",0.638807,,,,,
1321,Senator Dick Durbin,SenatorDurbin,M,D,"The world may have lost one of its most brilliant minds, but his work will continue to inspire the next generation------ https://t--co/a9lKj3uNtQ",60,250,0.702395,"The world may have lost one of its most brilliant minds, but his work will continue to inspire the next generation------ https://t--co/a9lKj3uNtQ.",,,,0.681699,,
1322,Senator Dick Durbin,SenatorDurbin,M,D,"On Twitter &amp; TV, President Trump called for comprehensive background checks &amp; for raising the age for all gun sales------ https://t--co/izQvLZe6gC",274,792,,"On Twitter &amp; TV, President Trump called for comprehensive background checks &amp; for raising the age for all gun sales------ https://t--co/izQvLZe6gC.",0.790954,,0.618451,,,
1323,Senator Dick Durbin,SenatorDurbin,M,D,We can't continue to let the NRA have veto power over gun policy in this nation-- We are facing an epidemic of viole------ https://t--co/9ovpXnM667,715,2257,,We can't continue to let the NRA have veto power over gun policy in this nation-- We are facing an epidemic of viole------ https://t--co/9ovpXnM667.,0.561818,,,,,
1324,Senator Dick Durbin,SenatorDurbin,M,D,The students from Parkland have inspired students from across America to say #EnoughIsEnough-- We should be listenin------ https://t--co/nhVagDIdxM,228,715,0.756015,The students from Parkland have inspired students from across America to say #EnoughIsEnough-- We should be listenin------ https://t--co/nhVagDIdxM.,,,,,,
1325,Senator Dick Durbin,SenatorDurbin,M,D,These students are fed up with politicians who ignore the overwhelming majority of Americans who want common sense------ https://t--co/Wb0hjKwNmT,89,369,,These students are fed up with politicians who ignore the overwhelming majority of Americans who want common sense------ https://t--co/Wb0hjKwNmT.,0.641954,0.614035,,,,
1326,Senator Dick Durbin,SenatorDurbin,M,D,I commend students participating in #NationalWalkoutDay who are urging lawmakers to address our nation's epidemic o------ https://t--co/1c6d352Spv,291,914,,,,,,,,
1327,Senator Dick Durbin,SenatorDurbin,M,D,The 17 lives we lost in Parkland one month ago are worth a lot more than the weak response we've heard from Preside------ https://t--co/nVPIVXiEMD,511,1742,,The 17 lives we lost in Parkland one month ago are worth a lot more than the weak response we've heard from Preside------ https://t--co/nVPIVXiEMD.,,0.711353,,,,
1328,Senator Dick Durbin,SenatorDurbin,M,D,The evidence is clear when it comes to climate change-- It's time for the Trump Administration and Republicans to wa------ https://t--co/yYVNuG1lB8,665,2237,,The evidence is clear when it comes to climate change-- It's time for the Trump Administration and Republicans to wa------ https://t--co/yYVNuG1lB8.,,,0.665015,,,
1329,Senator Dick Durbin,SenatorDurbin,M,D,Glad to see DC join the communities that have embraced #FairElections-- We need to establish small-donor public fina------ https://t--co/rrTB9JITwF,47,165,0.783718,Glad to see DC join the communities that have embraced #FairElections-- We need to establish small-donor public fina------ https://t--co/rrTB9JITwF.,0.724236,,,,,
1330,Senator Dick Durbin,SenatorDurbin,M,D,Governor Rauner chose to veto a bipartisan bill that would've helped keep guns out of the hands of straw purchasers------ https://t--co/KGrqBqEFDt,348,487,,Governor Rauner chose to veto a bipartisan bill that would've helped keep guns out of the hands of straw purchasers------ https://t--co/KGrqBqEFDt.,0.687768,,,,,
1331,Senator Dick Durbin,SenatorDurbin,M,D,President Trump travels to California today to look at prototypes of his wasteful and ineffective border wall-- Migh------ https://t--co/BcX8SEoY0a,906,3039,,President Trump travels to California today to look at prototypes of his wasteful and ineffective border wall-- Migh------ https://t--co/BcX8SEoY0a.,0.743104,,,,,
1332,Senator Dick Durbin,SenatorDurbin,M,D,"Republicans who control Congress should start listening to the American public-- Tragedy after tragedy, we can't rem------ https://t--co/RxWGTWmauY",302,827,,"Republicans who control Congress should start listening to the American public-- Tragedy after tragedy, we can't rem------ https://t--co/RxWGTWmauY.",,0.533277,,,,
1333,Senator Dick Durbin,SenatorDurbin,M,D,"Whether its witnessing violence or a parent's drug abuse, trauma can have a lasting impact on children-- My bill wit------ https://t--co/Z8GSo8zf0l",53,174,,,,,,,,
1334,Senator Dick Durbin,SenatorDurbin,M,D,"This Thursday, @SenDuckworth and I are hosting an Illinois Constituent Coffee in D--C at 9:00am-- If you're in town,------ https://t--co/2w0jfDK2BD",49,198,0.67723,"This Thursday, @SenDuckworth and I are hosting an Illinois Constituent Coffee in D--C at 9:00am-- If you're in town,------ https://t--co/2w0jfDK2BD.",,,,,,
1335,Senator Dick Durbin,SenatorDurbin,M,D,Congrats to @DePaulWBBHoops on another fantastic season as Big East conference and tournament champs - now headed t------ https://t--co/b50i3jSdcW,27,88,0.853898,Congrats to @DePaulWBBHoops on another fantastic season as Big East conference and tournament champs - now headed t------ https://t--co/b50i3jSdcW.,,,,,,
1336,Senator Dick Durbin,SenatorDurbin,M,D,Good luck to the St-- Xavier Women's basketball team as they compete in the @NAIA Fab Four tonight--,8,31,0.882613,Good luck to the St-- Xavier Women's basketball team as they compete in the @NAIA Fab Four tonight--.,,,,0.5538,,
1337,Senator Dick Durbin,SenatorDurbin,M,D,In two televised meetings with lawmakers on critical life and death issues--DACA and gun reform--President Trump has------ https://t--co/XovMnQ7k4L,1485,3918,,In two televised meetings with lawmakers on critical life and death issues--DACA and gun reform--President Trump has------ https://t--co/XovMnQ7k4L.,,0.633563,,,,
1338,Senator Dick Durbin,SenatorDurbin,M,D,"WATCH: PBS @newshour interviews @NickKristof: ""This is a deliberate policy aim to make the life of one ethnic group------ https://t--co/V0Iy0gObaK",35,52,0.647487,"WATCH: PBS @newshour interviews @NickKristof: ""This is a deliberate policy aim to make the life of one ethnic group------ https://t--co/V0Iy0gObaK.",0.705784,,,,,
1339,Senator Dick Durbin,SenatorDurbin,M,D,I stand with student leaders calling for #opentextbooksFY18 https://t--co/TLOFi7Rdhw,35,103,,I stand with student leaders calling for #opentextbooksFY18 https://t--co/TLOFi7Rdhw.,0.762356,,,,,
1340,Senator Dick Durbin,SenatorDurbin,M,D,"My bill with @SenJohnKennedy, @SenFeinstein and @ChuckGrassley does exactly that-- Learn more about it here: https://t--co/9yROD5pAtB",20,37,,"My bill with @SenJohnKennedy, @SenFeinstein and @ChuckGrassley does exactly that-- Learn more about it here: https://t--co/9yROD5pAtB.",0.532616,,,,,
1341,Senator Dick Durbin,SenatorDurbin,M,D,Opioid quota reform is needed so DEA can take important factors like diversion and abuse into account when setting------ https://t--co/9qbKddOp1I,14,25,,,,,,,,
1342,Senator Dick Durbin,SenatorDurbin,M,D,DEA plays an important gatekeeper role over the volume of opioids that can be produced each year-- And while DEA has------ https://t--co/SFOLLooXz6,10,20,,,,,,,,
1343,Senator Dick Durbin,SenatorDurbin,M,D,14 billion opioid doses are put on the market each year--far more than necessary under current medical guidelines an------ https://t--co/BI4R9wZwtz,22,38,,14 billion opioid doses are put on the market each year--far more than necessary under current medical guidelines an------ https://t--co/BI4R9wZwtz.,0.620279,,0.660207,,,
1344,Senator Dick Durbin,SenatorDurbin,M,D,Such increases occurred largely because current law directs DEA to only consider certain factors when setting quota------ https://t--co/1WMr3ikSbg,10,26,,Such increases occurred largely because current law directs DEA to only consider certain factors when setting quota------ https://t--co/1WMr3ikSbg.,0.928991,,0.925664,,,
1345,Senator Dick Durbin,SenatorDurbin,M,D,"DEA approved significant increases in aggregate opioid production quotas between 1993 and 2015, including a 39-fold------ https://t--co/LGpsoFPoXE",6,16,,"DEA approved significant increases in aggregate opioid production quotas between 1993 and 2015, including a 39-fold------ https://t--co/LGpsoFPoXE.",0.506763,,,,,
1346,Senator Dick Durbin,SenatorDurbin,M,D,"Every day, more than 100 Americans die from an opioid overdose-- While we know that there are legitimate uses for op------ https://t--co/Bnvw7zrYVU",70,169,,"Every day, more than 100 Americans die from an opioid overdose-- While we know that there are legitimate uses for op------ https://t--co/Bnvw7zrYVU.",,0.793016,0.598602,,,
1347,Senator Dick Durbin,SenatorDurbin,M,D,"I've joined @SenJohnKennedy, @SenFeinstein and @ChuckGrassley to introduce a bill that would strengthen DEA's abili------ https://t--co/HZnjQdH3rR",41,119,,,,,,,,
1348,Senator Dick Durbin,SenatorDurbin,M,D,"MORNING READ: A moving story in the @thesouthern about a man battling opioid addiction, and how we can help fight t------ https://t--co/gPHgbOhhfE",14,43,,,,,,,,
1349,Senator Dick Durbin,SenatorDurbin,M,D,Wishing a very happy birthday to my friend and colleague @SenDuckworth today-- Couldn't ask for a better partner in the U--S-- Senate--,191,1454,0.886571,Wishing a very happy birthday to my friend and colleague @SenDuckworth today-- Couldn't ask for a better partner in the U--S-- Senate--.,0.560098,,0.598602,,,
1350,Senator Dick Durbin,SenatorDurbin,M,D,"Glad to join @DMDII_ &amp; @UILABS_ for the opening of their new cyber security initiative--  This new cyber hub, suppor------ https://t--co/rT60JoM4ZS",22,45,0.744094,"Glad to join @DMDII_ &amp; @UILABS_ for the opening of their new cyber security initiative--  This new cyber hub, suppor------ https://t--co/rT60JoM4ZS.",,,,,,
1351,Senator Dick Durbin,SenatorDurbin,M,D,Visited the Cambodian Association of Chicago for a discussion with community members about the deterioration of dem------ https://t--co/PW1Kr5XQB4,33,100,,,,,,,,
1352,Senator Dick Durbin,SenatorDurbin,M,D,"As the son of a Lithuanian immigrant, I'm honored to join the Balzekas Museum of Lithuanian Culture to celebrate th------ https://t--co/pFYHIErufi",43,206,0.820239,"As the son of a Lithuanian immigrant, I'm honored to join the Balzekas Museum of Lithuanian Culture to celebrate th------ https://t--co/pFYHIErufi.",,,,,,
1353,Senator Dick Durbin,SenatorDurbin,M,D,The gun lobby only cares about one thing: selling more guns-- https://t--co/dxJLniajK2,905,2887,,The gun lobby only cares about one thing: selling more guns-- https://t--co/dxJLniajK2.,0.653099,,,,,
1354,Senator Dick Durbin,SenatorDurbin,M,D,Congratulations to @mHUBChicago on one year of manufacturing collaboration and innovation-- The federal government m------ https://t--co/LkjvkSPNAq,23,59,0.670132,Congratulations to @mHUBChicago on one year of manufacturing collaboration and innovation-- The federal government m------ https://t--co/LkjvkSPNAq.,,,,,,
1355,Senator Dick Durbin,SenatorDurbin,M,D,Thanks to Lake View High School for hosting me today-- I enjoyed talking with students and learning more about their------ https://t--co/JI24hUiOMu,31,129,0.876986,Thanks to Lake View High School for hosting me today-- I enjoyed talking with students and learning more about their------ https://t--co/JI24hUiOMu.,,,,,,
1356,Senator Dick Durbin,SenatorDurbin,M,D,AFTERNOON READ: Why the former U--S-- Ambassador to Panama decided he could no longer serve the President: https://t--co/DEbs7QAKoV,96,218,,AFTERNOON READ: Why the former U--S-- Ambassador to Panama decided he could no longer serve the President: https://t--co/DEbs7QAKoV.,0.765977,,,,,
1357,Senator Dick Durbin,SenatorDurbin,M,D,"This is a powerful story about the struggle to end child marriage in India, where the rates are some of the highest------ https://t--co/ovrcnvMNrE",60,181,,"This is a powerful story about the struggle to end child marriage in India, where the rates are some of the highest------ https://t--co/ovrcnvMNrE.",,,,0.659112,,
1358,Senator Dick Durbin,SenatorDurbin,M,D,"Joined @FWD_us, Chicago-area business and tech leaders, and DACA recipients for a discussion on the economic impera------ https://t--co/7dOLfUHLjS",67,154,,,,,,,,
1359,Senator Dick Durbin,SenatorDurbin,M,D,"Congrats to Illinoisans Josh Misiewicz, @brodyusa4, Kendall Gretsch, and @McKee25 on making the 2018 #TeamUSA Paral------ https://t--co/HZvAtAbuYr",18,117,0.918391,"Congrats to Illinoisans Josh Misiewicz, @brodyusa4, Kendall Gretsch, and @McKee25 on making the 2018 #TeamUSA Paral------ https://t--co/HZvAtAbuYr.",0.506763,,,,,
1360,Senator Dick Durbin,SenatorDurbin,M,D,Spoke to members of Healing Our Waters and the Great Lakes Commission this morning on the importance of protecting------ https://t--co/FH5nOO36E7,41,123,0.580597,Spoke to members of Healing Our Waters and the Great Lakes Commission this morning on the importance of protecting------ https://t--co/FH5nOO36E7.,,,,,,
1361,Senator Dick Durbin,SenatorDurbin,M,D,97% of the American people believe in universal comprehensive background checks-- So why hasn't the gun violence deb------ https://t--co/rn1cdf92PI,897,2185,,97% of the American people believe in universal comprehensive background checks-- So why hasn't the gun violence deb------ https://t--co/rn1cdf92PI.,0.882284,,,,,
1362,Senator Dick Durbin,SenatorDurbin,M,D,It was great to be with you to celebrate #RestoredLithuania100 last night-- NATO and the U--S-- will always stand with------ https://t--co/9SSAcGHGl2,29,94,0.84111,It was great to be with you to celebrate #RestoredLithuania100 last night-- NATO and the U--S-- will always stand with------ https://t--co/9SSAcGHGl2.,,,0.618451,,,
1363,Senator Dick Durbin,SenatorDurbin,M,D,Women across the world are leading the fight against injustice by speaking out and marching forward-- Men and women------ https://t--co/FrgbZoN3mu,50,252,,Women across the world are leading the fight against injustice by speaking out and marching forward-- Men and women------ https://t--co/FrgbZoN3mu.,,0.502483,,,,
1364,Senator Dick Durbin,SenatorDurbin,M,D,Delighted to see that the trumped up charges against Ramon Esono have been dropped and that he has been released fr------ https://t--co/SI6GaCSRxX,33,133,,,,,,,,
1365,Senator Dick Durbin,SenatorDurbin,M,D,"We have to do more today to protect the right to vote for all Americans, and restoring the Voting Rights Act would------ https://t--co/R4vLEpVRkz",49,145,,"We have to do more today to protect the right to vote for all Americans, and restoring the Voting Rights Act would------ https://t--co/R4vLEpVRkz.",,,0.80026,,,
1366,Senator Dick Durbin,SenatorDurbin,M,D,"Today is the 53rd anniversary of Bloody Sunday, a day to remember and honor the courageous men &amp; women who marched------ https://t--co/5WvVoJDjxK",89,271,0.685647,"Today is the 53rd anniversary of Bloody Sunday, a day to remember and honor the courageous men &amp; women who marched------ https://t--co/5WvVoJDjxK.",,,,,,
1367,Senator Dick Durbin,SenatorDurbin,M,D,It is incredible to see students and businesses across the country taking a leadership role in addressing gun viole------ https://t--co/pLTARYl6Dz,69,283,,It is incredible to see students and businesses across the country taking a leadership role in addressing gun viole------ https://t--co/pLTARYl6Dz.,0.599421,,,,,
1368,Senator Dick Durbin,SenatorDurbin,M,D,"I also stand with the significant majorities of Americans who want to take military-style assault weapons, high cap------ https://t--co/O0lgzZW7wp",93,385,,,,,,,,
1369,Senator Dick Durbin,SenatorDurbin,M,D,I stand with the 97% of Americans who support universal background checks for gun sales-- We have to close the looph------ https://t--co/zlLlvy6CHr,288,1420,,I stand with the 97% of Americans who support universal background checks for gun sales-- We have to close the looph------ https://t--co/zlLlvy6CHr.,0.669292,,,,,
1370,Senator Dick Durbin,SenatorDurbin,M,D,Governor Rauner owes the veterans and staff at IVH Quincy more than vague assurances that concrete next steps are b------ https://t--co/zvxzuSktPQ,52,129,,,,,,,,
1371,Senator Dick Durbin,SenatorDurbin,M,D,Watch as @SenateDems hear testimony from survivors of gun violence and family members who want Congress to take swi------ https://t--co/YK7EleCTYa,93,218,,,,,,,,
